종목코드,단축코드,표준코드,종목명,종목명_통합,한글 종목명,한글 종목약명,영문 종목명,시장구분,소속부,액면가,상장주식수,소속부.1,업종코드,업종명,결산월,지정자문인,자본금,통화구분,대표이사,대표전화,주소,상장일,증권구분,주식종류
170920,170920,KR7170920003,엘티씨,엘티씨,엘티씨,엘티씨,"LTC Co., LTD.",KOSDAQ,벤처기업부,500,10210070.0,,32001.0,기초 화학물질 제조업,12.0,,5255035000.0,원(KRW),최호성,031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,2013/10/08,주권,보통주
171010,171010,KR7171010002,램테크놀러지,램테크놀러지,램테크놀러지,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",KOSDAQ,벤처기업부,500,14298752.0,,32001.0,기초 화학물질 제조업,12.0,,7149376000.0,원(KRW),길준봉,031-323-1119,경기도 용인시 처인구  양지면 주북로 285 ,2013/11/18,주권,보통주
171090,171090,KR7171090004,선익시스템,선익시스템,선익시스템,선익시스템,"SUNIC SYSTEM Co., Ltd.",KOSDAQ,중견기업부,500,9558504.0,,32902.0,특수 목적용 기계 제조업,12.0,,4779252000.0,원(KRW),"박재규, 김혜동 (각자 대표이사)",02-8012-1600,경기도 수원시 권선구 산업로155번길 293(고색동) ,2017/09/20,주권,보통주
171120,171120,KR7171120009,라이온켐텍,라이온켐텍,라이온켐텍,라이온켐텍,"LION CHEMTECH CO., Ltd.",KOSDAQ,중견기업부,500,35901760.0,,32004.0,기타 화학제품 제조업,12.0,,18422228000.0,원(KRW),"김홍진, 오종훈",042-930-3300,대전 대덕구 문평동 41-5 ,2013/11/19,주권,보통주
172670,172670,KR7172670002,에이엘티,에이엘티,에이엘티,에이엘티,"ALT Co.,Ltd.",KOSDAQ,벤처기업부,500,8960259.0,,32601.0,반도체 제조업,12.0,,4480129500.0,원(KRW),천병태,043-711-2500,충청북도 청주시 흥덕구 옥산면 과학산업1로 82-19 &nbsp,2023/07/27,주권,보통주
173130,173130,KR7173130006,오파스넷,오파스넷,오파스넷,오파스넷,"OPASNET co., Ltd",KOSDAQ,우량기업부,500,13046473.0,,106201.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,,6523236500.0,원(KRW),장수현,02-2193-8600,"서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩) ",2018/08/24,주권,보통주
173940,173940,KR7173940008,에프엔씨엔터,에프엔씨엔터,에프엔씨엔터테인먼트,에프엔씨엔터,"FNC ENTERTAINMENT Co., Ltd.",KOSDAQ,중견기업부,500,15392808.0,,189001.0,창작 및 예술관련 서비스업,12.0,,7696404000.0,원(KRW),"한성호, 김유식",02-517-5426,서울시 강남구 청담동 111 ,2014/12/04,주권,보통주
174880,174880,KR7174880005,장원테크,장원테크,장원테크,장원테크,"JangWonTech Co., Ltd.",KOSDAQ,관리종목(소속부없음),500,4381265.0,,32604.0,통신 및 방송 장비 제조업,12.0,,2190632500.0,원(KRW),임규택,070-4016-3509,경상북도 구미시 1공단로7길 14-9 &nbsp,2016/07/15,주권,보통주
174900,174900,KR7174900001,앱클론,앱클론,앱클론 주식회사,앱클론,AbClon Inc.,KOSDAQ,관리종목(소속부없음),500,19092949.0,,32103.0,의료용품 및 기타 의약 관련제품 제조업,12.0,,9546474500.0,원(KRW),이종서,02-2109-1294,서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호 ,2017/09/18,주권,보통주
175140,175140,KR7175140003,휴먼테크놀로지,휴먼테크놀로지,휴먼테크놀로지,휴먼테크놀로지,HUMAN TECHNOLOGY,KOSDAQ,투자주의환기종목(소속부없음),500,24798012.0,,32604.0,통신 및 방송 장비 제조업,12.0,,12399006000.0,원(KRW),김종수,02-6205-0505,경기도 성남시 분당구 황새울로335번길 5 앤타운빌딩 301호,2015/09/23,주권,보통주
175250,175250,KR7175250000,아이큐어,아이큐어,아이큐어,아이큐어,Icure Pharmaceutical Incorporation,KOSDAQ,관리종목(소속부없음),500,37558368.0,,32102.0,의약품 제조업,12.0,,18779184000.0,원(KRW),이영석,02-6959-6909,서울특별시 강남구 봉은사로104길 10 7층 ,2018/07/12,주권,보통주
175330,175330,KR7175330000,JB금융지주,JB금융지주,JB금융지주보통주,JB금융지주,"JB Financial Group Co., Ltd.",KOSPI,,5000,191183144.0,,116409.0,기타 금융업,12.0,,984914470000.0,원(KRW),김기홍,02-2128-2714,전라북도 전주시 덕진구  백제대로 566 ,2013/07/18,주권,보통주
176590,176590,KR7176590008,코나솔,코나솔,코나솔,코나솔,KONASOL,KONEX,일반기업부,500,5823333.0,,32509.0,기타 금속 가공제품 제조업,12.0,한국증권,2911666500.0,원(KRW),"이원혁, 황금철(각자대표)",041-359-6600,충청남도 당진시 면천면 산업단지길 17-60 ,2022/06/15,주권,보통주
176750,176750,KR7176750008,듀켐바이오,듀켐바이오,듀켐바이오,듀켐바이오,"DuChemBio Co, LTD",KOSDAQ,기술성장기업부,500,28455220.0,신속이전기업,32102.0,의약품 제조업,12.0,,14602610000.0,원(KRW),김상우,02-332-4868,"서울특별시 마포구 와우산로 81(서교동, 서봉갤러리) ",2024/12/20,주권,보통주
177350,177350,KR7177350006,베셀,베셀,베셀,베셀,"Vessel Co., Ltd",KOSDAQ,벤처기업부,500,19653767.0,,32902.0,특수 목적용 기계 제조업,12.0,,9826883500.0,원(KRW),권현기,031-683-3953,경기도 수원시 권선구 서수원로99번길 20 ㈜베셀,2015/06/19,주권,보통주
177830,177830,KR7177830007,파버나인,파버나인,파버나인,파버나인,"PAVONINE CO., LTD.",KOSDAQ,우량기업부,500,13493951.0,,32602.0,전자부품 제조업,12.0,,7246975500.0,원(KRW),이제훈,032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,2014/08/04,주권,보통주
177900,177900,KR7177900008,쓰리에이로직스,쓰리에이로직스,쓰리에이로직스,쓰리에이로직스,3ALogics. Inc,KOSDAQ,기술성장기업부,500,9584800.0,기술성장기업,32601.0,반도체 제조업,12.0,,4792400000.0,원(KRW),"박광범, 이평한",031-715-7117,경기도 성남시 수정구 금토로40번길 26 N동 5층 ,2024/12/24,주권,보통주
178320,178320,KR7178320008,서진시스템,서진시스템,서진시스템,서진시스템,"SEOJIN SYSTEM CO., LTD",KOSDAQ,벤처기업부,500,56247954.0,,32809.0,기타 전기장비 제조업,12.0,,28123977000.0,원(KRW),전동규,032-506-2760,경기도 부천시 오정구 산업로 20-22 &nbsp,2017/03/27,주권,보통주
178600,178600,KR7178600003,대동고려삼,대동고려삼,대동고려삼 주식회사,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",KONEX,일반기업부,500,4449600.0,,31008.0,기타 식품 제조업,6.0,대신증권,2224800000.0,원(KRW),최 성 근,041-753-8803,충청남도 금산군  군북면 군북로 586 ,2013/12/20,주권,보통주
178780,178780,KR7178780003,일월지엠엘,일월지엠엘,일월지엠엘,일월지엠엘,ILWOUL GML,KOSDAQ,중견기업부,500,17769195.0,,74608.0,상품 종합 도매업,12.0,,8884597500.0,원(KRW),"김영동, 이광모(각자대표이사)",031-444-0202,서울특별시 강동구 천호대로 1034 탑메디칼센터 8층(성내동),2015/06/30,주권,보통주
178920,178920,KR7178920005,PI첨단소재,PI첨단소재,피아이첨단소재보통주,PI첨단소재,"PI Advanced Materials Co., Ltd.",KOSPI,,500,29366322.0,,32202.0,플라스틱제품 제조업,12.0,,14683161000.0,원(KRW),송금수,02-2181-8600,충청북도 진천군 이월면 고등1길 27 ,2021/08/09,주권,보통주
179290,179290,KR7179290002,엠아이텍,엠아이텍,엠아이텍,엠아이텍,"MITECH CO., LTD.",KOSDAQ,우량기업부,500,32365678.0,,32701.0,의료용 기기 제조업,12.0,,16376589000.0,원(KRW),곽재오,070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",2018/11/29,주권,보통주
179530,179530,KR7179530001,애드바이오텍,애드바이오텍,애드바이오텍,애드바이오텍,"ADBIOTECH Co.,Ltd.",KOSDAQ,기술성장기업부,500,12656308.0,기술성장기업,32102.0,의약품 제조업,12.0,,6328154000.0,원(KRW),김동현,033-261-4907,강원도 춘천시 동내면 거두단지1길 39 &nbsp,2022/01/24,주권,보통주
179720,179720,KR7179720008,머니무브,머니무브,머니무브,머니무브,MoneyMove,KONEX,일반기업부,500,2387579.0,,116409.0,기타 금융업,12.0,NH투자증권,1193789500.0,원(KRW),이상규,02-6207-2400,"서울특별시 강남구 논현로150길 23 3층 (논현동, 연호빌딩)",2013/07/01,주권,보통주
179900,179900,KR7179900006,유티아이,유티아이,유티아이,유티아이,UTI INC.,KOSDAQ,벤처기업부,500,19579416.0,,32602.0,전자부품 제조업,12.0,,9789708000.0,원(KRW),박덕영,041-333-4352,충청남도 예산군 응봉면 응봉로 50-16 &nbsp,2017/09/27,주권,보통주
180060,180060,KR7180060006,탑선,탑선,탑선,탑선,TOPSUN,KONEX,일반기업부,500,9347666.0,,32809.0,기타 전기장비 제조업,12.0,NH투자증권,4673833000.0,원(KRW),윤정택,061-399-1500,전라남도 장성군 동화면 전자농공단지길 32 ,2017/10/27,주권,보통주
180400,180400,KR7180400004,DXVX,DXVX,디엑스앤브이엑스,DXVX,Dx & Vx,KOSDAQ,관리종목(소속부없음),500,49219432.0,,137209.0,기타 과학기술 서비스업,12.0,,24609716000.0,원(KRW),"이용구, 권규찬 (각자 대표이사)",02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",2015/11/20,주권,보통주
180640,180640,KR7180640005,한진칼,한진칼,한진칼보통주,한진칼,HANJINKAL,KOSPI,,2500,66762279.0,,116409.0,기타 금융업,12.0,,168247612500.0,원(KRW),"조원태, 류경표",02-726-6166,서울특별시 중구 서소문로 117 -,2013/09/16,주권,보통주
,18064K,KR718064K016,,한진칼1우선주,한진칼1우선주,한진칼우,HANJINKAL(1P),KOSPI,,2500,536766.0,,,,,,,,,,,2013/09/16,주권,종류주권
181710,181710,KR7181710005,NHN,NHN,NHN보통주,NHN,NHN,KOSPI,,500,33766123.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,18758957500.0,원(KRW),정우진,1544-6859,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄,2013/08/29,주권,보통주
182360,182360,KR7182360008,큐브엔터,큐브엔터,큐브엔터테인먼트,큐브엔터,"CUBE ENTERTAINMENT, INC.",KOSDAQ,우량기업부,500,15549849.0,,105902.0,오디오물 출판 및 원판 녹음업,12.0,,8073402500.0,원(KRW),"강승곤, 안우형, 정철(공동대표)",02-3445-1045,서울특별시 성동구 아차산로 83 - ,2013/11/21,주권,보통주
182400,182400,KR7182400002,엔케이맥스,엔케이맥스,엔케이맥스,엔케이맥스,"NKMAX Co., Ltd.",KOSDAQ,관리종목(소속부없음),500,71378535.0,,32101.0,기초 의약물질 제조업,12.0,,35689267500.0,원(KRW),김용만,031-603-9218,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",2015/10/23,주권,보통주
183190,183190,KR7183190008,아세아시멘트,아세아시멘트,아세아시멘트보통주,아세아시멘트,ASIACEMENT,KOSPI,,500,37346770.0,,32303.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",12.0,,19479045000.0,원(KRW),"임경태, 김웅종",02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층 ,2013/11/06,주권,보통주
183300,183300,KR7183300003,코미코,코미코,코미코,코미코,KoMiCo Ltd.,KOSDAQ,우량기업부,500,10460684.0,,32902.0,특수 목적용 기계 제조업,12.0,,5230342000.0,원(KRW),최용하,031-8056-5800,경기도 안성시 모산로 8 ,2017/03/23,주권,보통주
183490,183490,KR7183490002,엔지켐생명과학,엔지켐생명과학,엔지켐생명과학,엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,KOSDAQ,기술성장기업부,500,85065562.0,기술성장기업,32101.0,기초 의약물질 제조업,12.0,,42532781000.0,원(KRW),손기영,043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,2018/02/21,주권,보통주
184230,184230,KR7184230001,SGA솔루션즈,SGA솔루션즈,에스지에이 솔루션즈,SGA솔루션즈,"SGA Solutions Co.,Ltd.",KOSDAQ,벤처기업부,100,85870018.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,8587001800.0,원(KRW),최영철,02-574-6856,경기도 의왕시 광진말로 54 의왕스마트시티퀀텀 B525호 ,2013/12/20,주권,보통주
185190,185190,KR7185190006,수프로,수프로,주식회사 수프로,수프로,"Suppro Co.,Ltd",KONEX,일반기업부,200,9238625.0,,74602.0,산업용 농·축산물 및 동·식물 도매업,3.0,IBK증권,1847725000.0,원(KRW),채일,02-6300-2444,서울특별시 서초구  강남대로 27 (양재동) aT센터 1301호,2013/10/29,주권,보통주
185490,185490,KR7185490000,아이진,아이진,아이진,아이진,"EyeGene,Inc",KOSDAQ,벤처기업부,500,27029784.0,,137001.0,자연과학 및 공학 연구개발업,12.0,,13514892000.0,원(KRW),최석근,02-322-1687,경기도 의왕시 양지편2로 13 2층 ,2015/11/16,주권,보통주
185750,185750,KR7185750007,종근당,종근당,종근당보통주,종근당,CHONGKUNDANG,KOSPI,,2500,13802780.0,,32102.0,의약품 제조업,12.0,,34506950000.0,원(KRW),김영주,02-2194-0300,서울 서대문구 충정로3가 3가 368 종근당빌딩 ,2013/12/06,주권,보통주
186230,186230,KR7186230009,그린플러스,그린플러스,그린플러스,그린플러스,"GREEN PLUS Co., Ltd",KOSDAQ,벤처기업부,500,10920188.0,,32402.0,1차 비철금속 제조업,12.0,,5460094000.0,원(KRW),"박영환, 정순태",041-332-6421,충청남도 예산군 응봉면 응봉로 50-42 &nbsp,2019/08/07,주권,보통주
187220,187220,KR7187220009,디티앤씨,디티앤씨,디티앤씨,디티앤씨,Dt&C,KOSDAQ,중견기업부,500,11698021.0,,137209.0,기타 과학기술 서비스업,12.0,,5849010500.0,원(KRW),남기혁,031-329-3411,경기도 용인시 처인구 유림로154번길 42 ,2014/12/17,주권,보통주
187270,187270,KR7187270004,신화콘텍,신화콘텍,신화콘텍,신화콘텍,"Shin Hwa Contech Co.,Ltd.",KOSDAQ,벤처기업부,500,10143845.0,,32801.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12.0,,5071922500.0,원(KRW),이정진,031-432-1527,경기도 안양시 만안구 일직로94번길 3 (석수동),2014/08/08,주권,보통주
187420,187420,KR7187420005,HLB제넥스,HLB제넥스,에이치엘비제넥스,HLB제넥스,HLB Genex,KOSDAQ,기술성장기업부,500,29135882.0,기술성장기업,32101.0,기초 의약물질 제조업,12.0,,14567941000.0,원(KRW),"김의중, 김도연 (각자 대표이사)",042-862-4483,대전광역시 유성구 테크노1로 65(관평동) ,2015/05/29,주권,보통주
187660,187660,KR7187660006,현대ADM,현대ADM,현대에이디엠바이오,현대ADM,Hyundai ADM Bio,KOSDAQ,중견기업부,100,50939308.0,,137001.0,자연과학 및 공학 연구개발업,12.0,,5093930800.0,원(KRW),"조원동, 진근우(공동 대표이사)",02-730-1457,"서울특별시 종로구 새문안로5길 19, 7층 711호(당주동, 로얄빌딩)",2021/06/03,주권,보통주
187790,187790,KR7187790001,나노,나노,나노,나노,"NANO. Co., Ltd.",KOSDAQ,벤처기업부,500,30840830.0,,32001.0,기초 화학물질 제조업,12.0,,15420415000.0,원(KRW),신동우,054-533-5887,경상북도 상주시 청리면 마공공단로 60 -,2014/05/08,주권,보통주
187870,187870,KR7187870001,디바이스,디바이스,디바이스,디바이스,DEVICE,KOSDAQ,우량기업부,500,7036609.0,,32902.0,특수 목적용 기계 제조업,12.0,,3518304500.0,원(KRW),"최봉진, 방인호 각자대표",041-629-5200,충청남도 천안시 서북구 성거읍 석문길 39 -,2017/12/20,주권,보통주
188040,188040,KR7188040000,바이오포트,바이오포트,바이오포트코리아,바이오포트,BIO PORT KOREA,KOSDAQ,벤처기업부,200,4428863.0,,31008.0,기타 식품 제조업,12.0,,885772600.0,원(KRW),김성구,051-722-5896,부산광역시 기장군 장안읍 반룡산단1로 36 ,2025/05/16,주권,보통주
188260,188260,KR7188260004,세니젠,세니젠,세니젠,세니젠,"SANIGEN Co., Ltd.",KOSDAQ,기술성장기업부,500,7228470.0,기술성장기업,33309.0,그외 기타 제품 제조업,12.0,,3614235000.0,원(KRW),박정웅,18338010,"경기도 안양시 동안구 흥안대로427번길 16, 411호 ",2023/11/03,주권,보통주
189300,189300,KR7189300007,인텔리안테크,인텔리안테크,인텔리안테크놀로지스,인텔리안테크,INTELLIAN TECHNOLOGIES Inc.,KOSDAQ,우량기업부,500,10733334.0,,32604.0,통신 및 방송 장비 제조업,12.0,,5366667000.0,원(KRW),성상엽,02-511-2244,경기도 평택시 진위면 진위산단로 18-7 &nbsp,2016/10/18,주권,보통주
189330,189330,KR7189330004,씨이랩,씨이랩,씨이랩,씨이랩,"XIIlab Co., Ltd",KOSDAQ,기술성장기업부,500,9382284.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,4691142000.0,원(KRW),"윤세혁, 채정환 (각자 대표이사)",02-2039-3147,"서울특별시 강남구 언주로 617 3,4층 (논현동) ",2021/02/24,주권,보통주
189350,189350,KR7189350002,코셋,코셋,주식회사 코셋,코셋,Coset Inc.,KONEX,일반기업부,500,4800000.0,,32604.0,통신 및 방송 장비 제조업,12.0,IBK증권,2400000000.0,원(KRW),"오치형, 황월연",062-975-8811,광주광역시 북구  첨단벤처로60번길 39 ,2013/12/24,주권,보통주
189690,189690,KR7189690001,포시에스,포시에스,포시에스,포시에스,"FORCS Co., Ltd.",KOSDAQ,벤처기업부,500,27321969.0,,105802.0,소프트웨어 개발 및 공급업,6.0,,13660984500.0,원(KRW),"박미경, 조종민",02-6188-8200,서울특별시 강남구 논현로 646 -,2015/02/11,주권,보통주
189860,189860,KR7189860000,서전기전,서전기전,서전기전,서전기전,"SEOJEON ELECTRIC MACHINERY Co.,Ltd.",KOSDAQ,투자주의환기종목(소속부없음),500,9698780.0,,32801.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12.0,,4849390000.0,원(KRW),이상권,02-2223-1000,경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내),2014/12/24,주권,보통주
